,OwnerUserId,ParentId,175
431,431,741243.0,1.0
432,432,,
433,433,501181.0,0.0
434,434,,
435,435,,
436,436,,
437,437,,
438,438,,
439,439,,
440,440,59632.0,0.0
441,441,,
442,442,,
443,443,,
444,444,,
445,445,,
446,446,,
447,447,,
448,448,7678262.0,0.0
449,449,789604926.0,45.0
450,450,,
451,451,363542.0,0.0
452,452,4266.0,0.0
453,453,25877.0,0.0
454,454,,
455,455,1991756.0,2.0
456,456,4388557.0,3.0
457,457,,
458,458,4826351.0,2.0
459,459,,
460,460,,
461,461,855.0,0.0
462,462,,
463,463,418988.0,0.0
464,464,,
465,465,,
466,466,855.0,0.0
467,467,,
468,468,,
469,469,171267.0,0.0
470,470,,
471,471,,
472,472,138141.0,0.0
473,473,,
474,474,,
475,475,,
476,476,852.0,0.0
477,477,,
478,478,275683.0,0.0
479,479,,
480,480,,
481,481,,
482,482,,
483,483,8226.0,0.0
484,484,,
485,485,,
486,486,,
487,487,,
488,488,,
489,489,,
490,490,,
491,491,,
492,492,6649010.0,0.0
493,493,197283.0,0.0
494,494,,
495,495,,
496,496,9856.0,0.0
497,497,,
498,498,,
499,499,45509.0,0.0
500,500,,
501,501,,
502,502,2455.0,0.0
503,503,906.0,0.0
504,504,5286.0,0.0
505,505,,
506,506,937996.0,0.0
507,507,59890.0,0.0
508,508,,
509,509,852.0,0.0
510,510,,
511,511,6640.0,0.0
512,512,,
513,513,642.0,0.0
514,514,63031.0,0.0
515,515,,
516,516,,
517,517,60199.0,0.0
518,518,75527.0,0.0
519,519,1228902.0,0.0
520,520,,
521,521,916.0,0.0
522,522,50046.0,0.0
523,523,,
524,524,647254.0,0.0
525,525,,
526,526,100612.0,0.0
527,527,45967.0,0.0
528,528,,
529,529,1740579.0,0.0
530,530,935.0,0.0
531,531,,
532,532,,
533,533,,
534,534,933.0,0.0
535,535,,
536,536,,
537,537,69975.0,0.0
538,538,,
539,539,68920.0,0.0
540,540,,
541,541,171381.0,1.0
542,542,,
543,543,51714.0,0.0
544,544,1597154.0,3.0
545,545,,
546,546,,
547,547,,
548,548,814.0,0.0
549,549,897.0,0.0
550,550,,
551,551,442641.0,0.0
552,552,1090445.0,0.0
553,553,,
554,554,7987.0,0.0
555,555,,
556,556,,
557,557,,
558,558,,
559,559,,
560,560,,
561,561,,
562,562,,
563,563,262195.0,0.0
564,564,,
565,565,,
566,566,,
567,567,8135824.0,0.0
568,568,,
569,569,,
570,570,30586045.0,1.0
571,571,,
572,572,,
573,573,,
574,574,,
575,575,,
576,576,,
577,577,,
578,578,126108.0,0.0
579,579,,
580,580,,
581,581,,
582,582,,
583,583,,
584,584,1906.0,0.0
585,585,,
586,586,,
587,587,,
588,588,1782427.0,0.0
589,589,,
590,590,,
591,591,,
592,592,,
593,593,6418.0,0.0
594,594,,
595,595,,
596,596,,
597,597,7689.0,0.0
598,598,7928.0,0.0
599,599,,
600,600,982090.0,0.0
601,601,,
602,602,,
603,603,,
604,604,988.0,0.0
605,605,,
606,606,,
607,607,3167675.0,0.0
608,608,,
609,609,7416.0,0.0
610,610,,
611,611,,
612,612,152701599.0,5.0
613,613,,
614,614,53991.0,0.0
615,615,2307847.0,1.0
616,616,,
617,617,,
618,618,412664.0,0.0
619,619,,
620,620,282526.0,0.0
621,621,,
622,622,3277648.0,0.0
623,623,,
624,624,,
625,625,,
626,626,,
627,627,1113791.0,3.0
628,628,,
629,629,1816263.0,0.0
630,630,7784.0,0.0
631,631,697739.0,0.0
632,632,,
633,633,82508.0,0.0
634,634,,
635,635,25862.0,0.0
636,636,32121.0,0.0
637,637,,
638,638,1294.0,0.0
639,639,10281.0,0.0
640,640,233033.0,0.0
641,641,4868.0,0.0
642,642,,
643,643,,
644,644,884754.0,1.0
645,645,,
646,646,1183189.0,0.0
647,647,988.0,0.0
648,648,2145.0,0.0
649,649,521852.0,0.0
650,650,,
651,651,1063.0,0.0
652,652,11399403.0,1.0
653,653,,
654,654,,
655,655,,
656,656,,
657,657,131999.0,0.0
658,658,3298705.0,0.0
659,659,1120.0,0.0
660,660,,
661,661,1097.0,0.0
662,662,11231923.0,2.0
663,663,,
664,664,,
665,665,,
666,666,,
667,667,5131398.0,5.0
668,668,,
669,669,10457.0,0.0
670,670,385922.0,0.0
671,671,,
672,672,7257.0,0.0
673,673,30140.0,0.0
674,674,,
675,675,,
676,676,715774.0,0.0
677,677,,
678,678,,
679,679,1147.0,0.0
680,680,,
681,681,1159727.0,0.0
682,682,,
683,683,,
684,684,,
685,685,,
686,686,4026.0,0.0
687,687,112440.0,0.0
688,688,,
689,689,86109.0,0.0
690,690,,
691,691,,
692,692,,
693,693,516817.0,2.0
694,694,,
695,695,115087.0,0.0
696,696,1207.0,0.0
697,697,,
698,698,,
699,699,,
700,700,,
701,701,,
702,702,1507656.0,0.0
703,703,102210.0,0.0
704,704,,
705,705,10874464.0,0.0
706,706,1210.0,0.0
707,707,,
708,708,1540.0,0.0
709,709,,
710,710,1872551.0,0.0
711,711,31081009.0,0.0
712,712,,
713,713,,
714,714,,
715,715,,
716,716,1067811.0,0.0
717,717,,
718,718,4835277.0,1.0
719,719,,
720,720,4346784.0,0.0
721,721,3956442.0,4.0
722,722,3189.0,0.0
723,723,,
724,724,,
725,725,,
726,726,513710.0,0.0
727,727,41297.0,0.0
728,728,160437.0,0.0
729,729,,
730,730,14603839.0,0.0
731,731,3302687.0,4.0
732,732,37022.0,0.0
733,733,,
734,734,,
735,735,,
736,736,,
737,737,,
738,738,,
739,739,4406.0,0.0
740,740,,
741,741,,
742,742,8706343.0,4.0
743,743,1266.0,0.0
744,744,1299675.0,0.0
745,745,,
746,746,,
747,747,,
748,748,,
749,749,,
750,750,,
751,751,,
752,752,5942.0,0.0
753,753,,
754,754,,
755,755,636507.0,0.0
756,756,,
757,757,,
758,758,,
759,759,,
760,760,,
761,761,,
762,762,,
763,763,,
764,764,,
765,765,,
766,766,,
767,767,,
768,768,,
769,769,15635.0,0.0
770,770,,
771,771,,
772,772,,
773,773,,
774,774,,
775,775,82984.0,0.0
776,776,,
777,777,,
778,778,6418.0,0.0
779,779,,
780,780,,
781,781,,
782,782,,
783,783,,
784,784,,
785,785,237961.0,0.0
786,786,,
787,787,,
788,788,,
789,789,,
790,790,252285.0,0.0
791,791,,
792,792,,
793,793,,
794,794,2337.0,0.0
795,795,,
796,796,,
797,797,,
798,798,,
799,799,,
800,800,,
801,801,,
802,802,143292.0,0.0
803,803,,
804,804,,
805,805,,
806,806,1345.0,0.0
807,807,,
808,808,,
809,809,3845.0,0.0
810,810,,
811,811,720290.0,0.0
812,812,,
813,813,14499366.0,5.0
814,814,3292924.0,2.0
815,815,1106824.0,0.0
816,816,76643.0,1.0
817,817,,
818,818,3163.0,0.0
819,819,,
820,820,478796.0,1.0
821,821,,
822,822,,
823,823,,
824,824,1366.0,0.0
825,825,221762.0,0.0
826,826,,
827,827,,
828,828,,
829,829,277239.0,0.0
830,830,32465.0,0.0
831,831,,
832,832,,
833,833,492224.0,0.0
834,834,,
835,835,,
836,836,5942.0,0.0
837,837,,
838,838,,
839,839,1326.0,0.0
840,840,,
841,841,,
842,842,,
843,843,,
844,844,,
845,845,,
846,846,,
847,847,,
848,848,,
849,849,11286.0,0.0
850,850,,
851,851,,
852,852,,
853,853,,
854,854,,
855,855,,
856,856,,
857,857,,
858,858,,
859,859,51759.0,0.0
860,860,6784.0,0.0
861,861,9619989.0,0.0
862,862,1064481.0,0.0
863,863,,
864,864,4648355.0,0.0
865,865,,
866,866,9000639.0,1.0
867,867,,
868,868,104962.0,0.0
869,869,1273.0,0.0
870,870,12739.0,0.0
871,871,,
872,872,,
873,873,,
874,874,1508187.0,0.0
875,875,,
876,876,,
877,877,7109736.0,0.0
878,878,,
879,879,,
880,880,4613955.0,1.0
881,881,4093.0,0.0
882,882,,
883,883,,
884,884,,
885,885,19838.0,0.0
886,886,,
887,887,,
888,888,,
889,889,,
890,890,1351034.0,1.0
891,891,,
892,892,,
893,893,,
894,894,,
895,895,,
896,896,,
897,897,,
898,898,44386.0,0.0
899,899,,
900,900,,
901,901,,
902,902,,
903,903,461500.0,0.0
904,904,32502.0,0.0
905,905,,
906,906,,
907,907,,
908,908,1637.0,0.0
909,909,,
910,910,,
911,911,,
912,912,,
913,913,7010486.0,1.0
914,914,27752.0,0.0
915,915,,
916,916,,
917,917,,
918,918,,
919,919,,
920,920,,
921,921,,
922,922,,
923,923,12733.0,0.0
924,924,,
925,925,,
926,926,,
927,927,2158629.0,3.0
928,928,190235.0,0.0
929,929,153969.0,0.0
930,930,,
931,931,,
932,932,303158.0,0.0
933,933,,
934,934,1057871.0,0.0
935,935,10343038.0,5.0
936,936,,
937,937,,
938,938,,
939,939,,
940,940,,
941,941,3005.0,0.0
942,942,,
943,943,,
944,944,,
945,945,32062307.0,3.0
946,946,860.0,0.0
947,947,2904305.0,1.0
948,948,,
949,949,,
950,950,1618.0,0.0
951,951,122826.0,0.0
952,952,1201410.0,0.0
953,953,1736.0,0.0
954,954,,
955,955,,
956,956,,
957,957,,
958,958,,
959,959,575.0,0.0
960,960,,
961,961,,
962,962,,
963,963,15742628.0,3.0
964,964,,
965,965,,
966,966,,
967,967,578252.0,0.0
968,968,,
969,969,25930.0,0.0
970,970,,
971,971,28697.0,0.0
972,972,,
973,973,,
974,974,112769.0,0.0
975,975,,
976,976,,
977,977,35688.0,0.0
978,978,,
979,979,,
980,980,363340.0,0.0
981,981,,
982,982,,
983,983,,
984,984,,
985,985,389764.0,0.0
986,986,,
987,987,1704.0,0.0
988,988,244336.0,0.0
989,989,,
990,990,,
991,991,,
992,992,,
993,993,,
994,994,,
995,995,,
996,996,,
997,997,,
998,998,,
999,999,865023.0,0.0
1000,1000,383880.0,0.0
1001,1001,,
1002,1002,,
1003,1003,,
1004,1004,1296124.0,0.0
1005,1005,2768174.0,1.0
1006,1006,,
1007,1007,,
1008,1008,138656.0,0.0
1009,1009,,
1010,1010,286062.0,0.0
1011,1011,,
1012,1012,43460.0,0.0
1013,1013,,
1014,1014,,
1015,1015,,
1016,1016,116979.0,0.0
1017,1017,,
1018,1018,,
1019,1019,777008.0,0.0
1020,1020,,
1021,1021,27190.0,0.0
1022,1022,2080367.0,0.0
1023,1023,217361.0,0.0
1024,1024,,
1025,1025,303669.0,1.0
1026,1026,,
1027,1027,,
1028,1028,,
1029,1029,214884.0,1.0
1030,1030,763240.0,0.0
1031,1031,69118.0,0.0
1032,1032,,
1033,1033,,
1034,1034,,
1035,1035,,
1036,1036,,
1037,1037,25521.0,0.0
1038,1038,,
1039,1039,618404.0,0.0
1040,1040,,
1041,1041,,
1042,1042,,
1043,1043,1820.0,0.0
1044,1044,,
1045,1045,,
1046,1046,2103.0,0.0
1047,1047,,
1048,1048,,
1049,1049,,
1050,1050,,
1051,1051,,
1052,1052,,
1053,1053,,
1054,1054,,
1055,1055,,
1056,1056,,
1057,1057,,
1058,1058,63130.0,0.0
1059,1059,80665075.0,8.0
1060,1060,139436.0,0.0
1061,1061,,
1062,1062,9776.0,0.0
1063,1063,300634.0,0.0
1064,1064,111240.0,0.0
1065,1065,,
1066,1066,,
1067,1067,12585348.0,4.0
1068,1068,4632511.0,0.0
1069,1069,,
1070,1070,,
1071,1071,,
1072,1072,,
1073,1073,,
1074,1074,,
1075,1075,,
1076,1076,241829.0,0.0
1077,1077,,
1078,1078,8743064.0,1.0
1079,1079,,
1080,1080,,
1081,1081,69595.0,0.0
1082,1082,,
1083,1083,,
1084,1084,,
1085,1085,,
1086,1086,,
1087,1087,,
1088,1088,,
1089,1089,,
1090,1090,38935.0,1.0
1091,1091,,
1092,1092,648225.0,0.0
1093,1093,,
1094,1094,,
1095,1095,,
1096,1096,,
1097,1097,,
1098,1098,,
1099,1099,,
1100,1100,,
1101,1101,,
1102,1102,18875977.0,0.0
1103,1103,1786.0,0.0
1104,1104,,
1105,1105,,
1106,1106,,
1107,1107,1974.0,0.0
1108,1108,,
1109,1109,,
1110,1110,,
1111,1111,,
1112,1112,,
1113,1113,1986.0,1.0
1114,1114,6614.0,0.0
1115,1115,,
1116,1116,16148628.0,4.0
1117,1117,,
1118,1118,,
1119,1119,921740.0,0.0
1120,1120,,
1121,1121,147241.0,0.0
1122,1122,,
1123,1123,2735464.0,0.0
1124,1124,,
1125,1125,,
1126,1126,,
1127,1127,,
1128,1128,,
1129,1129,,
1130,1130,,
1131,1131,,
1132,1132,2430714.0,1.0
1133,1133,,
1134,1134,,
1135,1135,,
1136,1136,352578.0,0.0
1137,1137,,
1138,1138,606337.0,0.0
1139,1139,,
1140,1140,,
1141,1141,,
1142,1142,,
1143,1143,17185.0,0.0
1144,1144,,
1145,1145,,
1146,1146,,
1147,1147,2906.0,0.0
1148,1148,28312.0,0.0
1149,1149,20944.0,0.0
1150,1150,,
1151,1151,137331.0,1.0
1152,1152,,
1153,1153,,
1154,1154,,
1155,1155,,
1156,1156,2360508.0,0.0
1157,1157,,
1158,1158,1417058.0,1.0
1159,1159,,
1160,1160,,
1161,1161,,
1162,1162,,
1163,1163,,
1164,1164,,
1165,1165,,
1166,1166,,
1167,1167,2014.0,0.0
1168,1168,1021534.0,1.0
1169,1169,2045.0,0.0
1170,1170,49278.0,0.0
1171,1171,318293.0,0.0
1172,1172,,
1173,1173,,
1174,1174,,
1175,1175,,
1176,1176,,
1177,1177,1989002.0,1.0
1178,1178,2153.0,0.0
1179,1179,,
1180,1180,34367.0,0.0
1181,1181,,
1182,1182,2227448.0,0.0
1183,1183,1495494.0,0.0
1184,1184,,
1185,1185,,
1186,1186,,
1187,1187,,
1188,1188,15780.0,0.0
1189,1189,2186.0,0.0
1190,1190,,
1191,1191,,
1192,1192,,
1193,1193,147580.0,0.0
1194,1194,,
1195,1195,77023.0,0.0
1196,1196,,
1197,1197,189251.0,1.0
1198,1198,,
1199,1199,,
1200,1200,,
1201,1201,5432.0,0.0
1202,1202,1099496.0,0.0
1203,1203,,
1204,1204,,
1205,1205,404665.0,1.0
1206,1206,,
1207,1207,,
1208,1208,,
1209,1209,90017.0,0.0
1210,1210,,
1211,1211,,
1212,1212,,
1213,1213,990268.0,0.0
1214,1214,,
1215,1215,6453.0,0.0
1216,1216,,
1217,1217,4563571.0,1.0
1218,1218,2212.0,0.0
1219,1219,,
1220,1220,,
1221,1221,,
1222,1222,,
1223,1223,,
1224,1224,,
1225,1225,,
1226,1226,,
1227,1227,,
1228,1228,,
1229,1229,,
1230,1230,,
1231,1231,111201.0,0.0
1232,1232,,
1233,1233,,
1234,1234,,
1235,1235,,
1236,1236,,
1237,1237,299510.0,0.0
1238,1238,48013.0,0.0
1239,1239,,
1240,1240,,
1241,1241,1210315.0,0.0
1242,1242,,
1243,1243,10283.0,0.0
1244,1244,,
1245,1245,16032.0,0.0
1246,1246,,
1247,1247,,
1248,1248,,
1249,1249,,
1250,1250,60317.0,0.0
1251,1251,,
1252,1252,43533.0,0.0
1253,1253,,
1254,1254,,
1255,1255,,
1256,1256,342550.0,1.0
1257,1257,,
1258,1258,,
1259,1259,,
1260,1260,17806.0,0.0
1261,1261,684.0,0.0
1262,1262,,
1263,1263,,
1264,1264,,
1265,1265,,
1266,1266,,
1267,1267,,
1268,1268,,
1269,1269,10120066.0,0.0
1270,1270,,
1271,1271,,
1272,1272,67769.0,0.0
1273,1273,,
1274,1274,,
1275,1275,,
1276,1276,317226.0,1.0
1277,1277,,
1278,1278,,
1279,1279,,
1280,1280,,
1281,1281,83484.0,0.0
1282,1282,3670417.0,0.0
1283,1283,2300.0,0.0
1284,1284,,
1285,1285,,
1286,1286,,
1287,1287,1773631.0,1.0
1288,1288,,
1289,1289,,
1290,1290,4408.0,0.0
1291,1291,,
1292,1292,,
1293,1293,1723450.0,0.0
1294,1294,5905.0,0.0
1295,1295,,
1296,1296,257550.0,0.0
1297,1297,,
1298,1298,,
1299,1299,,
1300,1300,,
1301,1301,57736.0,0.0
1302,1302,,
1303,1303,,
1304,1304,42635.0,0.0
1305,1305,,
1306,1306,204670.0,0.0
1307,1307,,
1308,1308,,
1309,1309,,
1310,1310,,
1311,1311,,
1312,1312,,
1313,1313,1966.0,0.0
1314,1314,,
1315,1315,,
1316,1316,,
1317,1317,,
1318,1318,1745799.0,0.0
1319,1319,8528426.0,2.0
1320,1320,,
1321,1321,145067.0,0.0
1322,1322,,
1323,1323,235598.0,0.0
1324,1324,,
1325,1325,6126437.0,0.0
1326,1326,30655.0,0.0
1327,1327,,
1328,1328,,
1329,1329,,
1330,1330,,
1331,1331,,
1332,1332,,
1333,1333,,
1334,1334,,
1335,1335,,
1336,1336,49390.0,0.0
1337,1337,3159.0,0.0
1338,1338,,
1339,1339,2123677.0,0.0
1340,1340,,
1341,1341,731021.0,0.0
1342,1342,,
1343,1343,,
1344,1344,,
1345,1345,,
1346,1346,,
1347,1347,,
1348,1348,464311.0,0.0
1349,1349,,
1350,1350,,
1351,1351,,
1352,1352,2328136.0,2.0
1353,1353,21280.0,0.0
1354,1354,,
1355,1355,,
1356,1356,,
1357,1357,489525.0,0.0
1358,1358,,
1359,1359,,
1360,1360,157145.0,1.0
1361,1361,,
1362,1362,,
1363,1363,,
1364,1364,,
1365,1365,,
1366,1366,2737968.0,0.0
1367,1367,,
1368,1368,,
1369,1369,,
1370,1370,,
1371,1371,94302.0,0.0
1372,1372,2932548.0,1.0
1373,1373,,
1374,1374,,
1375,1375,,
1376,1376,,
1377,1377,2454.0,0.0
1378,1378,2685.0,0.0
1379,1379,2538.0,0.0
1380,1380,,
1381,1381,,
1382,1382,,
1383,1383,,
1384,1384,2337.0,0.0
1385,1385,,
1386,1386,2970.0,0.0
1387,1387,,
1388,1388,,
1389,1389,,
1390,1390,,
1391,1391,,
1392,1392,,
1393,1393,5435.0,0.0
1394,1394,,
1395,1395,,
1396,1396,,
1397,1397,1130497.0,0.0
1398,1398,262812.0,0.0
1399,1399,65083.0,0.0
1400,1400,,
1401,1401,,
1402,1402,1736.0,0.0
1403,1403,,
1404,1404,,
1405,1405,11913.0,0.0
1406,1406,,
1407,1407,,
1408,1408,264995.0,0.0
1409,1409,,
1410,1410,,
1411,1411,60977.0,0.0
1412,1412,28441.0,0.0
1413,1413,38556.0,0.0
1414,1414,,
1415,1415,1364290.0,0.0
1416,1416,,
1417,1417,,
1418,1418,1004584.0,0.0
1419,1419,,
1420,1420,,
1421,1421,,
1422,1422,,
1423,1423,10607.0,0.0
1424,1424,,
1425,1425,6586.0,0.0
1426,1426,,
1427,1427,,
1428,1428,,
1429,1429,,
1430,1430,,
1431,1431,,
1432,1432,296583.0,0.0
1433,1433,,
1434,1434,,
1435,1435,249.0,0.0
1436,1436,,
1437,1437,,
1438,1438,,
1439,1439,754136.0,0.0
1440,1440,,
1441,1441,,
1442,1442,135522.0,0.0
1443,1443,,
1444,1444,766326.0,0.0
1445,1445,,
1446,1446,223250.0,0.0
1447,1447,,
1448,1448,2616.0,0.0
1449,1449,,
1450,1450,,
1451,1451,,
1452,1452,497368.0,0.0
1453,1453,202637.0,0.0
1454,1454,20489.0,0.0
1455,1455,,
1456,1456,1532081.0,0.0
1457,1457,1230819.0,0.0
1458,1458,,
1459,1459,,
1460,1460,,
1461,1461,6078.0,0.0
1462,1462,,
